CREATE INDEX idx_shopType ON shop(shopType);
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0001', 'S001', 'KL01', 'Ahmad Faizal bin Rashid', '+60123456789', 'Food', 245.50, 'active', TIMESTAMP '2020-03-15 10:12:45', TIMESTAMP '2021-05-20 12:25:10');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0018', 'S017', 'TW01', 'Noraini binti Ismail', '+60197897897', 'Retail', 180.20, 'active', TIMESTAMP '2019-08-18 12:10:25', TIMESTAMP '2020-10-05 11:40:20');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0019', 'S018', 'MR01', 'Thinesh a/l Murugan', '+60168908908', 'Food', 295.50, 'under renovation', TIMESTAMP '2021-01-22 08:45:10', TIMESTAMP '2022-03-15 16:25:35');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0020', 'S019', 'SB201', 'Yap Sook Fun', '+60179019019', 'Souvenir', 310.75, 'active', TIMESTAMP '2020-06-10 07:55:40', TIMESTAMP '2021-08-18 09:10:50');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0021', 'S020', 'BT01', 'Khairul Anwar bin Musa', '+60131121121', 'Bookstore', 280.10, 'active', TIMESTAMP '2019-12-22 10:25:15', TIMESTAMP '2020-11-30 12:15:25');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0022', 'S001', 'KL03', 'Brenda Anak Gani', '+60112232232', 'Pharmacy', 240.60, 'inactive', TIMESTAMP '2021-03-12 09:30:25', TIMESTAMP '2022-05-20 11:40:30');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0023', 'S002', 'PJ02', 'Azlina binti Hamzah', '+60143343343', 'Cafe', 310.25, 'active', TIMESTAMP '2020-07-18 08:20:40', TIMESTAMP '2021-09-22 14:30:50');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0024', 'S003', 'SA02', 'Ng Wei Lun', '+60184454454', 'Retail', 275.50, 'active', TIMESTAMP '2019-10-28 11:15:20', TIMESTAMP '2020-12-15 09:50:10');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0025', 'S004', 'SJ02', 'Rajesh Kumar', '+60125565565', 'Food', 195.40, 'under renovation', TIMESTAMP '2021-05-10 07:45:35', TIMESTAMP '2022-06-18 15:25:20');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0026', 'S005', 'KN02', 'Siti Sarah binti Idris', '+60196676676', 'Convenience', 220.60, 'active', TIMESTAMP '2020-08-22 12:10:15', TIMESTAMP '2021-09-25 16:40:30');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0027', 'S006', 'JB02', 'Loh Kian Meng', '+60167787787', 'Souvenir', 310.10, 'inactive', TIMESTAMP '2019-12-05 08:50:25', TIMESTAMP '2020-10-22 14:30:10');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0028', 'S007', 'ML02', 'Jasmin Kaur', '+60178898898', 'Bookstore', 300.25, 'active', TIMESTAMP '2021-01-18 09:35:40', TIMESTAMP '2022-03-05 11:50:20');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0029', 'S008', 'GT02', 'Amirul bin Mokhtar', '+60139909909', 'Cafe', 245.75, 'active', TIMESTAMP '2020-06-10 10:20:10', TIMESTAMP '2021-07-15 12:30:25');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0030', 'S009', 'IP02', 'Kavita a/p Ramachandran', '+60111011011', 'Food', 280.40, 'under renovation', TIMESTAMP '2019-09-15 11:05:20', TIMESTAMP '2020-11-18 14:25:30');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0031', 'S010', 'KT02', 'Ho Chun Wei', '+60142122122', 'Retail', 310.60, 'active', TIMESTAMP '2021-03-05 07:50:40', TIMESTAMP '2022-05-22 10:10:50');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0032', 'S011', 'SB02', 'Ibrahim bin Mat Zin', '+60183233232', 'Souvenir', 270.30, 'inactive', TIMESTAMP '2020-07-22 08:40:25', TIMESTAMP '2021-09-12 13:25:10');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0033', 'S012', 'AS02', 'Shalini d/o Ganesh', '+60124344343', 'Bookstore', 300.50, 'active', TIMESTAMP '2019-12-18 09:15:30', TIMESTAMP '2020-10-20 15:40:20');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0034', 'S013', 'KB02', 'Yeoh Kean Poh', '+60195455454', 'Convenience', 220.75, 'active', TIMESTAMP '2021-05-10 10:50:15', TIMESTAMP '2022-06-18 12:25:35');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0035', 'S014', 'KT202', 'Farah Diana binti Halim', '+60166566565', 'Cafe', 250.10, 'under renovation', TIMESTAMP '2020-01-12 11:20:40', TIMESTAMP '2021-03-22 16:15:50');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0036', 'S015', 'KK02', 'Daniel Lim', '+60177677676', 'Retail', 310.25, 'active', TIMESTAMP '2019-08-05 09:10:25', TIMESTAMP '2020-10-15 14:05:40');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0037', 'S016', 'SD02', 'Zainab binti Sulaiman', '+60138788787', 'Food', 280.60, 'inactive', TIMESTAMP '2021-02-18 08:45:30', TIMESTAMP '2022-04-22 11:20:15');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0038', 'S017', 'TW02', 'Suresh a/l Mohan', '+60119899898', 'Souvenir', 300.10, 'active', TIMESTAMP '2020-06-25 07:55:20', TIMESTAMP '2021-08-18 09:40:10');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0039', 'S018', 'MR02', 'Teoh Jia Yi', '+60141011010', 'Bookstore', 320.40, 'active', TIMESTAMP '2019-11-12 10:15:40', TIMESTAMP '2020-12-20 13:50:25');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0040', 'S019', 'SB202', 'Hakim bin Nordin', '+60182122121', 'Convenience', 250.75, 'under renovation', TIMESTAMP '2021-03-15 08:40:10', TIMESTAMP '2022-05-22 12:30:40');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0041', 'S020', 'BT02', 'Melissa Chua', '+60123233232', 'Cafe', 280.25, 'active', TIMESTAMP '2020-07-05 09:30:20', TIMESTAMP '2021-09-10 14:25:15');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0042', 'S001', 'KL03', 'Rina binti Jamil', '+60194344343', 'Retail', 310.50, 'inactive', TIMESTAMP '2019-12-18 10:20:25', TIMESTAMP '2020-11-22 12:40:10');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0043', 'S002', 'PJ03', 'Murali a/l Rajan', '+60165455454', 'Food', 245.75, 'active', TIMESTAMP '2021-05-10 07:50:15', TIMESTAMP '2022-06-18 11:15:35');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0044', 'S003', 'SA03', 'Ooi Pui San', '+60176566565', 'Convenience', 220.10, 'active', TIMESTAMP '2020-01-12 09:40:25', TIMESTAMP '2021-03-22 13:50:30');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0045', 'S004', 'SJ03', 'Jamaluddin bin Said', '+60137677676', 'Souvenir', 300.25, 'under renovation', TIMESTAMP '2019-08-05 08:55:40', TIMESTAMP '2020-10-15 11:35:20');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0046', 'S005', 'KN03', 'Catherine Chin', '+60118788787', 'Bookstore', 310.60, 'active', TIMESTAMP '2021-02-18 10:15:10', TIMESTAMP '2022-04-22 12:45:35');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0047', 'S006', 'JB03', 'Nadia binti Mustapha', '+60149899898', 'Cafe', 280.40, 'active', TIMESTAMP '2020-06-25 07:50:25', TIMESTAMP '2021-08-18 10:20:15');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0048', 'S007', 'ML03', 'Viknesh a/l Selvam', '+60181112222', 'Retail', 310.75, 'under renovation', TIMESTAMP '2019-11-12 09:25:40', TIMESTAMP '2020-12-20 13:10:30');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0049', 'S008', 'GT03', 'Lim Kok Leong', '+60123334444', 'Food', 245.10, 'active', TIMESTAMP '2021-03-15 08:35:20', TIMESTAMP '2022-05-22 11:40:10');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0050', 'S009', 'IP03', 'Rosmah binti Mansor', '+60195556666', 'Convenience', 220.75, 'inactive', TIMESTAMP '2020-07-05 09:20:30', TIMESTAMP '2021-09-10 14:05:25');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0051', 'S001', 'KL05', 'Ismail bin Yaakob', '+60167778888', 'Food', 245.50, 'active', TIMESTAMP '2020-03-12 10:15:20', TIMESTAMP '2021-05-18 12:40:35');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0052', 'S002', 'PJ05', 'Yong Mei Yee', '+60179990000', 'Retail', 310.75, 'inactive', TIMESTAMP '2021-04-18 08:45:15', TIMESTAMP '2022-06-20 11:30:25');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0053', 'S003', 'SA04', 'Parvathy d/o Murthy', '+60131112223', 'Cafe', 195.20, 'active', TIMESTAMP '2019-08-22 09:30:40', TIMESTAMP '2021-02-14 14:10:50');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0054', 'S004', 'SJ04', 'Azizul bin Rahman', '+60113334445', 'Pharmacy', 280.60, 'active', TIMESTAMP '2020-07-10 07:50:30', TIMESTAMP '2022-01-22 12:25:15');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0055', 'S005', 'KN04', 'Beatrice Fernandez', '+60145556667', 'Souvenir', 400.10, 'under renovation', TIMESTAMP '2021-05-22 10:05:20', TIMESTAMP '2022-06-18 13:50:35');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0056', 'S006', 'JB04', 'Chew Kim Hock', '+60187778889', 'Bookstore', 320.40, 'active', TIMESTAMP '2020-01-12 09:20:25', TIMESTAMP '2021-03-22 12:35:10');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0057', 'S007', 'ML04', 'Hamidah binti Osman', '+60129990001', 'Retail', 180.75, 'inactive', TIMESTAMP '2019-08-05 08:55:40', TIMESTAMP '2020-10-15 11:25:30');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0058', 'S008', 'GT04', 'Santosh a/l Kumar', '+60191112224', 'Food', 270.60, 'active', TIMESTAMP '2021-02-18 10:15:10', TIMESTAMP '2022-04-22 12:50:20');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0059', 'S009', 'IP04', 'Lee Siew Ling', '+60163334446', 'Convenience', 305.25, 'active', TIMESTAMP '2020-06-25 07:55:30', TIMESTAMP '2021-08-18 10:20:40');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0060', 'S010', 'KT04', 'Zaleha binti Ramlan', '+60175556668', 'Cafe', 220.90, 'under renovation', TIMESTAMP '2019-11-12 09:30:20', TIMESTAMP '2020-12-20 13:15:25');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0061', 'S011', 'SB04', 'Jason Tan', '+60137778880', 'Retail', 250.75, 'active', TIMESTAMP '2021-03-15 08:40:10', TIMESTAMP '2022-05-22 12:30:40');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0062', 'S012', 'AS04', 'Sakinah binti Ishak', '+60119990002', 'Food', 190.50, 'inactive', TIMESTAMP '2020-07-05 09:30:20', TIMESTAMP '2021-09-10 14:25:15');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0063', 'S013', 'KB04', 'Ganesh a/l Pillai', '+60141112225', 'Convenience', 280.80, 'active', TIMESTAMP '2019-12-18 10:20:25', TIMESTAMP '2020-11-22 12:40:10');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0064', 'S014', 'KT201', 'Ho Mei Yan', '+60183334447', 'Souvenir', 400.50, 'active', TIMESTAMP '2021-05-10 07:50:15', TIMESTAMP '2022-06-18 11:15:35');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0065', 'S015', 'KK04', 'Syed Alwi bin Hassan', '+60125556669', 'Bookstore', 320.25, 'under renovation', TIMESTAMP '2020-01-12 09:40:25', TIMESTAMP '2021-03-22 13:50:30');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0066', 'S016', 'SD04', 'Poh Li Choo', '+60197778881', 'Cafe', 210.10, 'active', TIMESTAMP '2019-08-05 08:55:40', TIMESTAMP '2020-10-15 11:35:20');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0067', 'S017', 'TW04', 'Suriani binti Omar', '+60169990003', 'Retail', 305.60, 'inactive', TIMESTAMP '2021-02-18 10:15:10', TIMESTAMP '2022-04-22 12:45:35');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0068', 'S018', 'MR04', 'Kevin Lourdes', '+60171112226', 'Food', 195.40, 'active', TIMESTAMP '2020-06-25 07:50:25', TIMESTAMP '2021-08-18 10:20:15');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0069', 'S019', 'SB201', 'Zainal Abidin bin Ali', '+60133334448', 'Convenience', 280.75, 'active', TIMESTAMP '2019-11-12 09:25:40', TIMESTAMP '2020-12-20 13:10:30');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0070', 'S020', 'BT04', 'Christine Lee', '+60115556660', 'Souvenir', 400.20, 'under renovation', TIMESTAMP '2021-03-15 08:35:20', TIMESTAMP '2022-05-22 11:40:10');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0071', 'S001', 'KL06', 'Adeline Wong', '+60147778882', 'Bookstore', 320.10, 'active', TIMESTAMP '2020-07-05 09:20:30', TIMESTAMP '2021-09-10 14:05:25');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0072', 'S002', 'PJ06', 'Rahim bin Sani', '+60189990004', 'Retail', 250.40, 'inactive', TIMESTAMP '2019-10-12 10:15:20', TIMESTAMP '2020-12-18 12:40:35');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0073', 'S003', 'SA05', 'Meera a/p Gopal', '+60121112227', 'Food', 195.75, 'active', TIMESTAMP '2021-04-18 08:45:15', TIMESTAMP '2022-06-20 11:30:25');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0074', 'S004', 'SJ05', 'Idris bin Kassim', '+60193334449', 'Convenience', 280.20, 'active', TIMESTAMP '2020-07-22 09:30:40', TIMESTAMP '2021-09-15 14:10:50');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0075', 'S005', 'KN05', 'Tan Ai Ling', '+60165556661', 'Souvenir', 400.00, 'under renovation', TIMESTAMP '2019-12-18 07:50:30', TIMESTAMP '2020-11-22 12:25:15');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0076', 'S006', 'JB05', 'Vincent Chong', '+60177778883', 'Bookstore', 320.30, 'active', TIMESTAMP '2021-05-10 10:05:20', TIMESTAMP '2022-06-18 13:50:35');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0077', 'S007', 'ML05', 'Nabilah binti Fuad', '+60139990005', 'Cafe', 210.50, 'inactive', TIMESTAMP '2020-01-12 09:20:25', TIMESTAMP '2021-03-22 12:35:10');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0078', 'S008', 'GT05', 'Samuel Raj', '+60111112228', 'Retail', 305.75, 'active', TIMESTAMP '2019-08-05 08:55:40', TIMESTAMP '2020-10-15 11:25:30');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0079', 'S009', 'IP05', 'Hassan bin Mahmud', '+60143334440', 'Food', 195.60, 'active', TIMESTAMP '2021-02-18 10:15:10', TIMESTAMP '2022-04-22 12:50:20');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0080', 'S010', 'KT05', 'Chong Wei Jie', '+60185556662', 'Convenience', 280.40, 'under renovation', TIMESTAMP '2020-06-25 07:55:30', TIMESTAMP '2021-08-18 10:20:40');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0081', 'S011', 'SB05', 'Faridah binti Ishak', '+60127778884', 'Cafe', 210.75, 'active', TIMESTAMP '2019-11-12 09:30:20', TIMESTAMP '2020-12-20 13:15:25');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0082', 'S012', 'AS05', 'Leong Mun Yee', '+60199990006', 'Retail', 250.60, 'inactive', TIMESTAMP '2021-03-15 08:40:10', TIMESTAMP '2022-05-22 12:30:40');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0083', 'S013', 'KB05', 'Kamal bin Zainuddin', '+60161112229', 'Food', 195.80, 'active', TIMESTAMP '2020-07-05 09:30:20', TIMESTAMP '2021-09-10 14:25:15');
INSERT INTO shop (shopId, stationId, shopNo, shopTenantName, phoneNumber, shopType, shopSize, status, createdAt, updatedAt) VALUES ('SH0084', 'S014', 'KT202', 'Geetha a/p Nathan', '+60173334441', 'Convenience', 280.90, 'active', TIMESTAMP '2019-12-18 10:20:25', TIMESTAMP '2020-11-22 12:40:10');
