
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0001', 'Brian', 'Miller', 'IC843503949494', 'FEMALE', DATE '1997-05-09', '+60-10-4494089', 'brian.miller736@example.com', 'guest', 0);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0064', 'Matthew', 'Richards', 'IC848952688946', 'MALE', DATE '1973-03-17', '+60-17-8969284', 'matthew.richards131@example.com', 'member', 273);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0065', 'Michael', 'Murray', 'P061M3YI2', 'FEMALE', DATE '1998-04-10', '+60-11-2778892', 'michael.murray117@example.com', 'guest', 0);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0066', 'Leslie', 'Robinson', 'P58UPZBK3', 'MALE', DATE '2000-03-13', '+60-15-9608084', 'leslie.robinson315@example.com', 'guest', 0);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0067', 'Matthew', 'Molina', 'IC805826207308', 'MALE', DATE '1981-12-07', '+60-11-4710928', 'matthew.molina362@example.com', 'member', 42);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0068', 'Patrick', 'Shaffer', 'IC868950407489', 'MALE', DATE '1997-11-11', '+60-14-3566630', 'patrick.shaffer9@example.com', 'member', 4014);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0069', 'Nicholas', 'Baker', 'P7DV103DE', 'MALE', DATE '1981-07-16', '+60-15-4892324', 'nicholas.baker658@example.com', 'member', 1374);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0070', 'Melissa', 'Bennett', 'IC789628792253', 'FEMALE', DATE '1974-05-06', '+60-11-9590601', 'melissa.bennett690@example.com', 'guest', 0);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0071', 'Sandra', 'Martinez', 'IC713498329698', 'MALE', DATE '1987-09-13', '+60-10-9187742', 'sandra.martinez510@example.com', 'guest', 0);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0072', 'Wesley', 'Jacobs', 'IC849123823091', 'MALE', DATE '1973-05-17', '+60-14-9493306', 'wesley.jacobs236@example.com', 'member', 387);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0073', 'Sheryl', 'Williams', 'PDACAAPAU', 'MALE', DATE '1996-01-27', '+60-12-1522036', 'sheryl.williams743@example.com', 'guest', 0);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0074', 'Kenneth', 'Owens', 'IC931693791816', 'MALE', DATE '1991-09-26', '+60-13-2610106', 'kenneth.owens507@example.com', 'guest', 0);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0075', 'John', 'Griffin', 'IC932811292465', 'MALE', DATE '1999-07-12', '+60-12-4603939', 'john.griffin224@example.com', 'guest', 0);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0076', 'Anna', 'Cooper', 'PLJXX8KP6', 'FEMALE', DATE '2000-08-20', '+60-18-7815387', 'anna.cooper518@example.com', 'member', 880);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0077', 'Walter', 'Whitehead', 'P7RSJ4UWD', 'MALE', DATE '1988-05-09', '+60-15-2534606', 'walter.whitehead407@example.com', 'guest', 0);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0078', 'Matthew', 'Williams', 'PF0DP0AXH', 'MALE', DATE '1978-01-12', '+60-18-4075014', 'matthew.williams392@example.com', 'guest', 0);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0079', 'Andrew', 'Keller', 'IC839824271236', 'FEMALE', DATE '1978-08-13', '+60-17-2037636', 'andrew.keller90@example.com', 'guest', 0);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0080', 'Thomas', 'Williams', 'IC798907958667', 'FEMALE', DATE '2006-07-08', '+60-15-1928471', 'thomas.williams412@example.com', 'member', 4234);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0081', 'Donald', 'Harrell', 'P8PSFZK2Z', 'FEMALE', DATE '1984-09-01', '+60-16-8137354', 'donald.harrell376@example.com', 'member', 4319);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0082', 'Carla', 'Johnson', 'IC885605994235', 'MALE', DATE '2003-12-11', '+60-15-1329039', 'carla.johnson15@example.com', 'guest', 0);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0083', 'Rachel', 'Clay', 'IC736496790146', 'FEMALE', DATE '1989-04-14', '+60-15-7181793', 'rachel.clay323@example.com', 'member', 857);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0084', 'Janice', 'Santana', 'IC770445366306', 'FEMALE', DATE '1970-08-03', '+60-17-5920789', 'janice.santana560@example.com', 'guest', 0);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0085', 'Malik', 'Hughes', 'IC821099825835', 'MALE', DATE '1973-11-25', '+60-18-6273861', 'malik.hughes22@example.com', 'guest', 0);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0086', 'Monica', 'Mitchell', 'IC982247759272', 'FEMALE', DATE '1997-12-14', '+60-16-1938264', 'monica.mitchell92@example.com', 'member', 48);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0087', 'Michael', 'Williams', 'IC821821416948', 'FEMALE', DATE '1970-07-10', '+60-19-7430052', 'michael.williams730@example.com', 'guest', 0);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0088', 'Tyler', 'Martin', 'IC894053418687', 'FEMALE', DATE '1972-10-23', '+60-17-7115635', 'tyler.martin670@example.com', 'member', 2867);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0089', 'Joseph', 'Martin', 'IC909532995366', 'FEMALE', DATE '2005-10-15', '+60-16-6014456', 'joseph.martin457@example.com', 'member', 413);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0090', 'Mary', 'Turner', 'IC975730235347', 'FEMALE', DATE '2001-06-12', '+60-10-7128783', 'mary.turner636@example.com', 'member', 4268);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0091', 'Jeffrey', 'Rose', 'IC716072280005', 'FEMALE', DATE '1976-08-30', '+60-17-1521089', 'jeffrey.rose174@example.com', 'guest', 0);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0092', 'Scott', 'Gardner', 'PVXDWFUXX', 'MALE', DATE '1988-08-24', '+60-18-4852240', 'scott.gardner327@example.com', 'member', 1349);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0093', 'Lindsay', 'Meyer', 'IC929413355763', 'FEMALE', DATE '1974-04-02', '+60-14-4729543', 'lindsay.meyer947@example.com', 'guest', 0);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0094', 'Cynthia', 'Long', 'IC910699376074', 'FEMALE', DATE '2000-02-29', '+60-19-9366579', 'cynthia.long981@example.com', 'guest', 0);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0095', 'Daniel', 'Hudson', 'IC901269225916', 'FEMALE', DATE '1999-04-24', '+60-15-1075360', 'daniel.hudson494@example.com', 'guest', 0);
INSERT INTO customer (customerId, firstName, lastName, icPassportNo, gender, birthDate, phoneNumber, email, membershipStatus, pointBalance) VALUES ('CU0096', 'Zachary', 'Moore', 'PJHWC8O5P', 'MALE', DATE '1978-10-18', '+60-15-8513224', 'zachary.moore394@example.com', 'guest', 0);
